Fiscal Year,School District,County,School Name,Percentage (%) of Free & Reduced
2025,Gwinnett County,Gwinnett,Norton Elementary School,0.82
2025,Gwinnett County,Gwinnett,Minor Elementary School,0.81
2025,Gwinnett County,Gwinnett,Magill Elementary School,0.76
2025,Gwinnett County,Gwinnett,Partee Elementary School,0.78
2025,Gwinnett County,Gwinnett,Riverside Elementary School,0.23
2025,Gwinnett County,Gwinnett,Jones Middle School,0.44
2025,Gwinnett County,Gwinnett,Simpson Elementary School,0.17
2025,Gwinnett County,Gwinnett,Moore Middle School,0.81
2025,Gwinnett County,Gwinnett,Bay Creek Middle School,0.59
2025,Gwinnett County,Gwinnett,Starling Elementary School,0.58
2025,Gwinnett County,Gwinnett,Couch Middle School,0.59
2025,Gwinnett County,Gwinnett,White Oak Elementary School,0.32
2025,Gwinnett County,Gwinnett,North Gwinnett Middle School,0.21
2025,Gwinnett County,Gwinnett,Twin Rivers Middle School,0.58
2025,Gwinnett County,Gwinnett,Archer High School,0.52
2025,Gwinnett County,Gwinnett,Woodward Mill Elementary School,0.6
2025,Gwinnett County,Gwinnett,Northbrook Middle School,0.63
2025,Gwinnett County,Gwinnett,Brookwood High School,0.4
2025,Gwinnett County,Gwinnett,Anderson-Livsey Elementary School,0.83
2025,Gwinnett County,Gwinnett,Collins Hill High School,0.56
2025,Gwinnett County,Gwinnett,Baggett Elementary School,0.89
2025,Gwinnett County,Gwinnett,Jordan Middle School,0.83
2025,Gwinnett County,Gwinnett,Discovery High School,0.74
2025,Gwinnett County,Gwinnett,Roberts Elementary School,0.27
2025,Gwinnett County,Gwinnett,Jenkins Elementary School,0.83
2025,Gwinnett County,Gwinnett,Lanier High School,0.45
2025,Gwinnett County,Gwinnett,Gwinnett School of Mathematics Science and Technology,0.37
2025,Gwinnett County,Gwinnett,Gwinnett Intervention Education Center (GIVE) West,0.79
2025,Gwinnett County,Gwinnett,Gwinnett Online Campus,0.45
2025,Gwinnett County,Gwinnett,Benefield Elementary School,0.81
2025,Gwinnett County,Gwinnett,Lanier Middle School,0.5
2025,Gwinnett County,Gwinnett,Rosebud Elementary School,0.81
2025,Gwinnett County,Gwinnett,Puckett's Mill Elementary School,0.31
2025,Gwinnett County,Gwinnett,Trip Elementary School,0.6
2025,Gwinnett County,Gwinnett,Graves Elementary School,0.83
2025,Gwinnett County,Gwinnett,Duluth Middle School,0.76
2025,Gwinnett County,Gwinnett,Alcova Elementary School,0.7
2025,Gwinnett County,Gwinnett,Berkmar High School,0.77
2025,Gwinnett County,Gwinnett,Dyer Elementary School,0.58
2025,Gwinnett County,Gwinnett,Lilburn Middle School,0.92
2025,Gwinnett County,Gwinnett,Rockbridge Elementary School,0.88
2025,Gwinnett County,Gwinnett,Alford Elementary,0.83
2025,Gwinnett County,Gwinnett,Duncan Creek Elementary,0.41
2025,Gwinnett County,Gwinnett,Winn Holt Elementary School,0.8
2025,Gwinnett County,Gwinnett,Level Creek Elementary School,0.15
2025,Gwinnett County,Gwinnett,Radloff Middle School,0.9
2025,Gwinnett County,Gwinnett,Chesney Elementary School,0.79
2025,Gwinnett County,Gwinnett,Bethesda Elementary School,0.82
2025,Gwinnett County,Gwinnett,Grayson Elementary School,0.56
2025,Gwinnett County,Gwinnett,Harmony Elementary School,0.39
2025,Gwinnett County,Gwinnett,Mountain Park Elementary School,0.65
2025,Gwinnett County,Gwinnett,Snellville Middle School,0.76
2025,Gwinnett County,Gwinnett,South Gwinnett High School,0.67
2025,Gwinnett County,Gwinnett,Britt Elementary School,0.8
2025,Gwinnett County,Gwinnett,Harris Elementary School,0.72
2025,Gwinnett County,Gwinnett,Camp Creek Elementary School,0.51
2025,Gwinnett County,Gwinnett,Central Gwinnett High School,0.7
2025,Gwinnett County,Gwinnett,Dacula High School,0.56
2025,Gwinnett County,Gwinnett,Norcross Elementary School,0.89
2025,Gwinnett County,Gwinnett,Summerour Middle School,0.85
2025,Gwinnett County,Gwinnett,North Gwinnett High School,0.19
2025,Gwinnett County,Gwinnett,Lawrenceville Elementary School,0.83
2025,Gwinnett County,Gwinnett,Peachtree Elementary School,0.75
2025,Gwinnett County,Gwinnett,Suwanee Elementary School,0.31
2025,Gwinnett County,Gwinnett,Duluth High School,0.61
2025,Gwinnett County,Gwinnett,Lilburn Elementary School,0.89
2025,Gwinnett County,Gwinnett,Meadowcreek Elementary School,0.94
2025,Gwinnett County,Gwinnett,Freeman's Mill Elementary School,0.57
2025,Gwinnett County,Gwinnett,Osborne Middle School,0.37
2025,Gwinnett County,Gwinnett,Corley Elementary School,0.81
2025,Gwinnett County,Gwinnett,Mulberry Elementary School,0.5
2025,Gwinnett County,Gwinnett,Lovin Elementary School,0.74
2025,Gwinnett County,Gwinnett,Knight Elementary School,0.7
2025,Gwinnett County,Gwinnett,Sweetwater Middle School,0.82
2025,Gwinnett County,Gwinnett,Five Forks Middle School,0.49
2025,Gwinnett County,Gwinnett,North Metro Academy of Performing Arts,0.77
2025,Gwinnett County,Gwinnett,International Transition Center,0.92
2025,Gwinnett County,Gwinnett,Kanoheda Elementary School,0.85
2025,Gwinnett County,Gwinnett,McConnell Middle School,0.59
2025,Gwinnett County,Gwinnett,Taylor Elementary School,0.63
2025,Gwinnett County,Gwinnett,Sycamore Elementary School,0.62
2025,Gwinnett County,Gwinnett,Parkview High School,0.56
2025,Gwinnett County,Gwinnett,Head Elementary School,0.44
2025,Gwinnett County,Gwinnett,Berkeley Lake Elementary School,0.55
2025,Gwinnett County,Gwinnett,Shiloh High School,0.69
2025,Gwinnett County,Gwinnett,Pinckneyville Middle School,0.57
2025,Gwinnett County,Gwinnett,Meadowcreek High School,0.85
2025,Gwinnett County,Gwinnett,Richards Middle School,0.83
2025,Gwinnett County,Gwinnett,Phoenix High School,0.46
2025,Gwinnett County,Gwinnett,Chattahoochee Elementary School,0.48
2025,Gwinnett County,Gwinnett,Dacula Elementary School,0.65
2025,Gwinnett County,Gwinnett,Walnut Grove Elementary School,0.57
2025,Gwinnett County,Gwinnett,Craig Elementary School,0.48
2025,Gwinnett County,Gwinnett,Harbins Elementary School,0.56
2025,Gwinnett County,Gwinnett,Creekland Middle School,0.65
2025,Gwinnett County,Gwinnett,Crews Middle School,0.41
2025,Gwinnett County,Gwinnett,McClure Health Science High School,0.86
2025,Gwinnett County,Gwinnett,McKendree Elementary School,0.72
2025,Gwinnett County,Gwinnett,Shiloh Elementary School,0.84
2025,Gwinnett County,Gwinnett,Nesbit Elementary School,0.86
2025,Gwinnett County,Gwinnett,Seckinger High School,0.44
2025,Gwinnett County,Gwinnett,Fort Daniel Elementary School,0.45
2025,Gwinnett County,Gwinnett,Sugar Hill Elementary School,0.49
2025,Gwinnett County,Gwinnett,Hull Middle School,0.41
2025,Gwinnett County,Gwinnett,Mason Elementary School,0.46
2025,Gwinnett County,Gwinnett,Stripling Elementary School,0.86
2025,Gwinnett County,Gwinnett,Berkmar Middle School,0.92
2025,Gwinnett County,Gwinnett,Ivy Creek Elementary School,0.4
2025,Gwinnett County,Gwinnett,Gwin Oaks Elementary School,0.45
2025,Gwinnett County,Gwinnett,Rock Springs Elementary School,0.64
2025,Gwinnett County,Gwinnett,Grayson High School,0.52
2025,Gwinnett County,Gwinnett,Norcross High School,0.73
2025,Gwinnett County,Gwinnett,Mill Creek High School,0.3
2025,Gwinnett County,Gwinnett,Dacula Middle School,0.65
2025,Gwinnett County,Gwinnett,Arcado Elementary School,0.61
2025,Gwinnett County,Gwinnett,Gwinnett InterVention Education (GIVE) Center East,0.71
2025,Gwinnett County,Gwinnett,Cedar Hill Elementary School,0.83
2025,Gwinnett County,Gwinnett,Pharr Elementary School,0.64
2025,Gwinnett County,Gwinnett,Simonton Elementary School,0.8
2025,Gwinnett County,Gwinnett,Jackson Elementary School,0.71
2025,Gwinnett County,Gwinnett,Cooper Elementary School,0.58
2025,Gwinnett County,Gwinnett,Patrick Elementary School,0.49
2025,Gwinnett County,Gwinnett,Parsons Elementary School,0.33
2025,Gwinnett County,Gwinnett,Oakland Meadow School,0.56
2025,Gwinnett County,Gwinnett,Peachtree Ridge High School,0.49
2025,Gwinnett County,Gwinnett,Trickum Middle School,0.62
2025,Gwinnett County,Gwinnett,Centerville Elementary School,0.83
2025,Habersham County,Habersham,Fairview Elementary School,0.95
2025,Habersham County,Habersham,Woodville Elementary School,0.95
2025,Habersham County,Habersham,Habersham Central High School,0.77
2025,Habersham County,Habersham,Baldwin Elementary School,0.95
2025,Habersham County,Habersham,South Habersham Middle School,0.95
2025,Habersham County,Habersham,Demorest Elementary School,0.94
2025,Habersham County,Habersham,Hazel Grove Elementary School,0.95
2025,Habersham County,Habersham,Clarkesville Elementary School,0.95
2025,Habersham County,Habersham,Habersham Ninth Grade Academy,0.84
2025,Habersham County,Habersham,Level Grove Elementary School,0.95
2025,Habersham County,Habersham,Cornelia Elementary School,0.95
2025,Habersham County,Habersham,Hilliard A. Wilbanks Middle School,0.92
2025,Habersham County,Habersham,Habersham Success Academy,0.95
2025,Habersham County,Habersham,North Habersham Middle School,0.79
2025,Hall County,Hall,Wauka Mountain Elementary School,0.44
2025,Hall County,Hall,East Hall Middle School,0.82
2025,Hall County,Hall,West Hall Middle School,0.74
2025,Hall County,Hall,North Hall Middle School,0.42
2025,Hall County,Hall,East Hall High School,0.72
2025,Hall County,Hall,Flowery Branch High,0.41
2025,Hall County,Hall,Chestatee Middle School,0.71
2025,Hall County,Hall,Friendship Elementary School,0.63
2025,Hall County,Hall,Mount Vernon Elementary School,0.34
2025,Hall County,Hall,Spout Springs Elementary School,0.23
2025,Hall County,Hall,West Hall High School,0.66
2025,Hall County,Hall,Myers Elementary School,0.92
2025,Hall County,Hall,Chicopee Elementary School,0.94
2025,Hall County,Hall,Lanier College and Career Academy,0.67
2025,Hall County,Hall,Sandra Dunagan Deal Elementary,0.79
2025,Hall County,Hall,World Language Academy Middle School,0.62
2025,Hall County,Hall,The Foundry,0.82
2025,Hall County,Hall,Cherokee Bluff High School,0.32
2025,Hall County,Hall,Cherokee Bluff Middle,0.37
2025,Hall County,Hall,World Language Academy,0.59
2025,Hall County,Hall,Tadmore Elementary School,0.92
2025,Hall County,Hall,McEver Elementary School,0.86
2025,Hall County,Hall,C. W. Davis Middle School,0.53
2025,Hall County,Hall,Martin Elementary School,0.66
2025,Hall County,Hall,Chestatee High School,0.63
2025,Hall County,Hall,Sugar Hill Elementary,0.85
2025,Hall County,Hall,North Hall High School,0.32
2025,Hall County,Hall,Flowery Branch Elementary School,0.64
2025,Hall County,Hall,Oakwood Elementary School,0.75
2025,Hall County,Hall,Lanier Elementary School,0.63
2025,Hall County,Hall,Chestnut Mountain Elementary School,0.41
2025,Hall County,Hall,Lula Elementary School,0.67
2025,Hall County,Hall,Sardis Elementary School,0.64
2025,Hall County,Hall,South Hall Middle School,0.77
2025,Hall County,Hall,Johnson High School,0.71
2025,Hall County,Hall,Lyman Hall Elementary School,0.95
2025,Hancock County,Hancock,Lewis Elementary School,0.95
2025,Hancock County,Hancock,Hancock Central Middle School,0.95
2025,Hancock County,Hancock,Hancock Central High School,0.95
2025,Haralson County,Haralson,Haralson County High School,0.82
2025,Haralson County,Haralson,West Haralson Elementary School,0.95
2025,Haralson County,Haralson,Haralson County Rebel Academy,0.95
2025,Haralson County,Haralson,Tallapoosa Primary School,0.95
2025,Haralson County,Haralson,Buchanan Elementary School,0.95
2025,Haralson County,Haralson,Haralson County Middle School,0.95
2025,Haralson County,Haralson,Buchanan Primary School,0.95
2025,Harris County,Harris,Park Elementary School,0.59
2025,Harris County,Harris,Pine Ridge Elementary School,0.36
2025,Harris County,Harris,Mulberry Creek Elementary School,0.34
2025,Harris County,Harris,New Mountain Hill Elementary School,0.38
2025,Harris County,Harris,Harris County High School,0.35
2025,Harris County,Harris,Harris County Carver Middle School,0.39
2025,Harris County,Harris,Creekside School,0.38
2025,Hart County,Hart,Hartwell Elementary School,0.95
2025,Hart County,Hart,Hart County Middle School,0.95
2025,Hart County,Hart,North Hart Elementary School,0.95
2025,Hart County,Hart,Hart County High School,0.86
2025,Hart County,Hart,South Hart Elementary School,0.95
2025,Heard County,Heard,Heard County High School,0.81
2025,Heard County,Heard,Heard County Middle School,0.87
2025,Heard County,Heard,Ephesus Elementary School,0.95
2025,Heard County,Heard,Centralhatchee Elementary School,0.95
2025,Heard County,Heard,Heard Elementary School,0.95
2025,Henry County,Henry,Tussahaw Elementary,0.78
2025,Henry County,Henry,Rock Spring Elementary,0.51
2025,Henry County,Henry,Rocky Creek Elementary,0.66
2025,Henry County,Henry,Locust Grove Middle,0.67
2025,Henry County,Henry,Locust Grove High,0.56
2025,Henry County,Henry,Hampton Middle School,0.74
2025,Henry County,Henry,Hampton High School,0.64
2025,Henry County,Henry,Union Grove High,0.36
2025,Henry County,Henry,EXCEL Academy,0.67
2025,Henry County,Henry,Impact Academy High School,0.49
2025,Henry County,Henry,Impact Academy Middle School,0.51
2025,Henry County,Henry,Birch Creek Elementary School,0.74
2025,Henry County,Henry,Ola Elementary School,0.52
2025,Henry County,Henry,Luella High School,0.58
2025,Henry County,Henry,Dutchtown High,0.52
2025,Henry County,Henry,Luella Elementary School,0.71
2025,Henry County,Henry,Dutchtown Elementary School,0.63
2025,Henry County,Henry,Woodland Elementary School,0.68
2025,Henry County,Henry,Cotton Indian Elementary School,0.8
2025,Henry County,Henry,Wesley Lakes Elementary School,0.83
2025,Henry County,Henry,Pate's Creek Elementary School,0.67
2025,Henry County,Henry,Pleasant Grove Elementary School,0.74
2025,Henry County,Henry,Mount Carmel Elementary School,0.76
2025,Henry County,Henry,East Lake Elementary,0.46
2025,Henry County,Henry,Dutchtown Middle School,0.63
2025,Henry County,Henry,Timber Ridge Elementary School,0.46
2025,Henry County,Henry,Walnut Creek Elementary,0.75
2025,Henry County,Henry,Bethlehem Elementary School,0.7
2025,Henry County,Henry,Oakland Elementary School,0.78
2025,Henry County,Henry,Austin Road Elementary School,0.78
2025,Henry County,Henry,Stockbridge High School,0.68
2025,Henry County,Henry,Hickory Flat Elementary School,0.66
2025,Henry County,Henry,Unity Grove Elementary School,0.68
2025,Henry County,Henry,Ola High School,0.39
2025,Henry County,Henry,Woodland Middle School,0.63
2025,Henry County,Henry,Eagle's Landing High School,0.6
2025,Henry County,Henry,Eagle's Landing Middle School,0.72
2025,Henry County,Henry,Austin Road Middle School,0.73
2025,Henry County,Henry,Red Oak Elementary School,0.71
2025,Henry County,Henry,New Hope Elementary,0.59
2025,Henry County,Henry,Woodland High School,0.58
2025,Henry County,Henry,Flippen Elementary School,0.7
2025,Henry County,Henry,Ola Middle School,0.45
2025,Henry County,Henry,Luella Middle School,0.67
2025,Henry County,Henry,Union Grove Middle,0.41
2025,Henry County,Henry,Fairview Elementary School,0.76
2025,Henry County,Henry,Hampton Elementary School,0.78
2025,Henry County,Henry,Smith-Barnes Elementary School,0.85
2025,Henry County,Henry,McDonough High School,0.72
2025,Henry County,Henry,Stockbridge Elementary School,0.81
2025,Henry County,Henry,McDonough Middle School,0.79
2025,Henry County,Henry,Locust Grove Elementary School,0.75
2025,Henry County,Henry,Stockbridge Middle School,0.82
2025,Houston County,Houston,Bonaire Middle School,0.4
2025,Houston County,Houston,Pearl Stephens Elementary School,0.95
2025,Houston County,Houston,Northside Middle School,0.95
2025,Houston County,Houston,David A. Perdue Elementary School,0.63
2025,Houston County,Houston,Quail Run Elementary School,0.75
2025,Houston County,Houston,Feagin Mill Middle School,0.57
2025,Houston County,Houston,Matthew Arthur Elementary School,0.36
2025,Houston County,Houston,Perry Middle School,0.73
2025,Houston County,Houston,Thomson Middle School,0.91
2025,Houston County,Houston,Lake Joy Elementary School,0.56
2025,Houston County,Houston,Hilltop Elementary School,0.72
2025,Houston County,Houston,Langston Road Elementary School,0.62
2025,Houston County,Houston,Veterans High School,0.4
2025,Houston County,Houston,Bonaire Primary School,0.44
2025,Houston County,Houston,Matt Arthur Primary School,0.43
2025,Houston County,Houston,Northside Elementary School,0.95
2025,Houston County,Houston,Houston County High School,0.42
2025,Houston County,Houston,Perry High School,0.66
2025,Houston County,Houston,Centerville Elementary School,0.95
2025,Houston County,Houston,Northside High School,0.95
2025,Houston County,Houston,Morningside Elementary School,0.95
2025,Houston County,Houston,Westside Elementary School,0.95
2025,Houston County,Houston,Parkwood Elementary School,0.95
2025,Houston County,Houston,Tucker Elementary School,0.95
2025,Houston County,Houston,Kings Chapel Elementary School,0.44
2025,Houston County,Houston,Russell Elementary School,0.95
2025,Houston County,Houston,Warner Robins High School,0.95
2025,Houston County,Houston,Miller Elementary School,0.95
2025,Houston County,Houston,Shirley Hills Elementary School,0.95
2025,Houston County,Houston,Warner Robins Middle School,0.95
2025,Houston County,Houston,Langston Road Primary School,0.78
2025,Houston County,Houston,Eagle Springs Elementary,0.92
2025,Houston County,Houston,C. B. Watson Primary School,0.95
2025,Houston County,Houston,Lake Joy Primary School,0.64
2025,Houston County,Houston,David A. Perdue Primary,0.74
2025,Houston County,Houston,Huntington Middle School,0.95
2025,Houston County,Houston,Mossy Creek Middle School,0.44
2025,Houston County,Houston,Bonaire Elementary School,0.39
2025,Irwin County,Irwin,Irwin County Middle School,0.95
2025,Irwin County,Irwin,Irwin County High School,0.93
2025,Irwin County,Irwin,Irwin County Elementary School,0.95
2025,Jackson County,Jackson,East Jackson Comprehensive High School,0.61
2025,Jackson County,Jackson,East Jackson Elementary School,0.62
2025,Jackson County,Jackson,Legacy Knoll Middle School,0.51
2025,Jackson County,Jackson,Heroes Elementary School,0.52
2025,Jackson County,Jackson,Jackson County High School,0.4
2025,Jackson County,Jackson,East Jackson Middle School,0.69
2025,Jackson County,Jackson,Gum Springs Elementary School,0.33
2025,Jackson County,Jackson,West Jackson Middle School,0.34
2025,Jackson County,Jackson,Maysville Elementary School,0.77
2025,Jackson County,Jackson,North Jackson Elementary School,0.63
2025,Jackson County,Jackson,South Jackson Elementary School,0.72
2025,Jackson County,Jackson,West Jackson Elementary School,0.45
2025,Jasper County,Jasper,Jasper County High School,0.91
2025,Jasper County,Jasper,Jasper County Primary School,0.95
2025,Jasper County,Jasper,Jasper County Middle School,0.92
2025,Jasper County,Jasper,Washington Park Elementary School,0.95
2025,Jeff Davis County,Jeff Davis,Jeff Davis Primary School,0.95
2025,Jeff Davis County,Jeff Davis,Jeff Davis Elementary School,0.95
2025,Jeff Davis County,Jeff Davis,Jeff Davis High School,0.92
2025,Jeff Davis County,Jeff Davis,Jeff Davis Middle School,0.95
2025,Jefferson City,Jackson,Jefferson High School,0.26
2025,Jefferson City,Jackson,Jefferson Elementary School,0.3
2025,Jefferson City,Jackson,Jefferson Academy,0.31
2025,Jefferson City,Jackson,Jefferson Middle School,0.3
2025,Jefferson County,Jefferson,Jefferson County Middle School,0.95
2025,Jefferson County,Jefferson,Louisville Academy School,0.95
2025,Jefferson County,Jefferson,Wrens Elementary School,0.95
2025,Jefferson County,Jefferson,Carver Elementary School,0.95
2025,Jefferson County,Jefferson,Jefferson County High School,0.95
2025,Jenkins County,Jenkins,Jenkins County Middle School,0.95
2025,Jenkins County,Jenkins,Jenkins County Elementary School,0.95
2025,Jenkins County,Jenkins,Virtual Preparatory Academy of GA @ Jenkins,0.05
2025,Jenkins County,Jenkins,Jenkins County High School,0.95
2025,Johnson County,Johnson,Johnson County High School,0.95
2025,Johnson County,Johnson,Johnson County Elementary School,0.95
2025,Johnson County,Johnson,Johnson County Middle School,0.95
2025,Jones County,Jones,Dames Ferry Elementary School,0.4
2025,Jones County,Jones,Jones County High School,0.38
2025,Jones County,Jones,Turner Woods Elementary School,0.35
2025,Jones County,Jones,Clifton Ridge Middle School,0.45
2025,Jones County,Jones,Gray Elementary School,0.49
2025,Jones County,Jones,Gray Station Middle School,0.37
2025,Jones County,Jones,Mattie Wells Elementary School,0.54
2025,Lamar County,Lamar,Lamar County High School,0.91
2025,Lamar County,Lamar,Lamar County Elementary School,0.95
2025,Lamar County,Lamar,Lamar County Primary School,0.95
2025,Lamar County,Lamar,Lamar County Middle School,0.95
2025,Lanier County,Lanier,Lanier County Middle School,0.95
2025,Lanier County,Lanier,Lanier County High School,0.95
2025,Lanier County,Lanier,Lanier County Elementary School,0.95
2025,Laurens County,Laurens,West Laurens Middle School,0.83
2025,Laurens County,Laurens,East Laurens Middle School,0.95
2025,Laurens County,Laurens,Northwest Laurens Elementary,0.79
2025,Laurens County,Laurens,East Laurens High School,0.95
2025,Laurens County,Laurens,East Laurens Elementary School,0.95
2025,Laurens County,Laurens,East Laurens Primary School,0.95
2025,Laurens County,Laurens,Southwest Laurens Elementary,0.95
2025,Laurens County,Laurens,West Laurens High School,0.7
2025,Lee County,Lee,Lee County Elementary School,0.63
2025,Lee County,Lee,Twin Oaks Elementary,0.62
2025,Lee County,Lee,Lee County Middle School East,0.65
2025,Lee County,Lee,Kinchafoonee Primary School,0.63
2025,Lee County,Lee,Lee County High School,0.5
2025,Lee County,Lee,Lee High School 9th Grade Campus,0.56
2025,Lee County,Lee,Lee County Middle School West,0.57
2025,Lee County,Lee,Lee County Primary School,0.62
2025,Liberty County,Liberty,Waldo Pafford Elementary School,0.83
2025,Liberty County,Liberty,Midway Middle School,0.73
2025,Liberty County,Liberty,Lewis Frasier Middle School,0.93
2025,Liberty County,Liberty,Frank Long Elementary School,0.95
2025,Liberty County,Liberty,Snelson-Golden Middle School,0.95
2025,Liberty County,Liberty,Taylors Creek Elementary School,0.89
2025,Liberty County,Liberty,Liberty County High School,0.74
2025,Liberty County,Liberty,Joseph Martin Elementary School,0.76
2025,Liberty County,Liberty,Lyman Hall Elementary School,0.95
2025,Liberty County,Liberty,Bradwell Institute,0.89
2025,Liberty County,Liberty,Button Gwinnett Elementary School,0.95
2025,Liberty County,Liberty,Liberty Elementary School,0.95
2025,Lincoln County,Lincoln,Lincoln County Middle School,0.9
2025,Lincoln County,Lincoln,Lincoln County Elementary School,0.85
2025,Lincoln County,Lincoln,Lincoln County High School,0.79
2025,Long County,Long,Long County High School,0.74
2025,Long County,Long,McClelland Elementary School,0.8
2025,Long County,Long,Long County Primary School,0.78
2025,Long County,Long,Long County Middle School,0.78
2025,Long County,Long,Smiley Elementary School,0.77
2025,Lowndes County,Lowndes,Lowndes High School,0.67
2025,Lowndes County,Lowndes,Dewar Elementary,0.76
2025,Lowndes County,Lowndes,Pine Grove Elementary School,0.78
2025,Lowndes County,Lowndes,Westside Elementary School,0.65
2025,Lowndes County,Lowndes,Pine Grove Middle School,0.71
2025,Lowndes County,Lowndes,Lake Park Elementary School,0.94
2025,Lowndes County,Lowndes,Hahira Middle School,0.58
2025,Lowndes County,Lowndes,Lowndes Middle School,0.95
2025,Lowndes County,Lowndes,Moulton-Branch Elementary School,0.95
2025,Lowndes County,Lowndes,Clyattville Elementary School,0.95
2025,Lowndes County,Lowndes,Hahira Elementary School,0.66
2025,Lumpkin County,Lumpkin,Blackburn Elementary School,0.55
2025,Lumpkin County,Lumpkin,Cottrell Elementary School,0.61
2025,Lumpkin County,Lumpkin,Long Branch Elementary School,0.7
2025,Lumpkin County,Lumpkin,Lumpkin County Middle School,0.56
2025,Lumpkin County,Lumpkin,Lumpkin County High School,0.44
2025,Macon County,Macon,Macon County High School,0.81
2025,Macon County,Macon,Macon County Middle School,0.95
2025,Macon County,Macon,Macon County Elementary School,0.95
2025,Madison County,Madison,Madison County Middle School,0.85
2025,Madison County,Madison,Comer Elementary School,0.95
2025,Madison County,Madison,Ila Elementary School,0.81
2025,Madison County,Madison,Colbert Elementary School,0.88
2025,Madison County,Madison,Madison County High School,0.83
2025,Madison County,Madison,Hull-Sanford Elementary School,0.95
2025,Madison County,Madison,Danielsville Elementary School,0.9
2025,Marietta City,Cobb,George W. Hartmann Center,0.95
2025,Marietta City,Cobb,Lockheed Elementary School,0.9
2025,Marietta City,Cobb,Dunleith Elementary School,0.83
2025,Marietta City,Cobb,Marietta Middle School,0.68
2025,Marietta City,Cobb,Marietta Sixth Grade Academy,0.65
2025,Marietta City,Cobb,Park Street Elementary School,0.92
2025,Marietta City,Cobb,Hickory Hills Elementary School,0.61
2025,Marietta City,Cobb,West Side Elementary School,0.15
2025,Marietta City,Cobb,Marietta High School,0.57
2025,Marietta City,Cobb,Sawyer Road Elementary School,0.83
2025,Marietta City,Cobb,Marietta Center for Advanced Academics,0.31
2025,Marietta City,Cobb,A.L. Burruss Elementary School,0.48
2025,Marion County,Marion,Marion County Middle/High School,0.95
2025,Marion County,Marion,L. K. Moss Elementary School,0.95
2025,McDuffie County,McDuffie,Thomson-McDuffie Middle School,0.9
2025,McDuffie County,McDuffie,Norris Elementary School,0.95
2025,McDuffie County,McDuffie,Maxwell Elementary School,0.95
2025,McDuffie County,McDuffie,Dearing Elementary School,0.8
2025,McDuffie County,McDuffie,Thomson High School,0.7
2025,McDuffie County,McDuffie,Thomson Elementary School,0.95
2025,McIntosh County,McIntosh,McIntosh County Middle School,0.95
2025,McIntosh County,McIntosh,McIntosh Academy,0.95
2025,McIntosh County,McIntosh,Todd Grant Elementary School,0.95
2025,Meriwether County,Meriwether,Greenville Middle School,0.95
2025,Meriwether County,Meriwether,Manchester High School,0.95
2025,Meriwether County,Meriwether,Manchester Middle School,0.95
2025,Meriwether County,Meriwether,Greenville High School,0.95
2025,Meriwether County,Meriwether,Mountain View Elementary School,0.95
2025,Meriwether County,Meriwether,Good Sheperd Therapeutic Center,0.25
2025,Meriwether County,Meriwether,Unity Elementary School (PK-5),0.95
2025,Miller County,Miller,Miller County Elementary School,0.95
2025,Miller County,Miller,Miller County Middle School,0.95
2025,Miller County,Miller,Miller County High School,0.89
2025,Mitchell County,Mitchell,Mitchell County Elementary School,0.86
2025,Mitchell County,Mitchell,Mitchell County High School,0.77
2025,Mitchell County,Mitchell,Mitchell County Primary School,0.85
2025,Mitchell County,Mitchell,Mitchell County Middle School,0.77
2025,Monroe County,Monroe,Mary Persons High School,0.44
2025,Monroe County,Monroe,Monroe County Middle School Banks Stephens Campus,0.5
2025,Monroe County,Monroe,Katherine B. Sutton Elementary School,0.72
2025,Monroe County,Monroe,Samuel E. Hubbard Elementary School,0.59
2025,Monroe County,Monroe,T.G. Scott Elementary School,0.49
2025,Montgomery County,Montgomery,Montgomery County High School,0.95
2025,Montgomery County,Montgomery,Montgomery County Elementary School,0.95
2025,Montgomery County,Montgomery,Montgomery County Middle School,0.95
2025,Morgan County,Morgan,Morgan County Middle School,0.48
2025,Morgan County,Morgan,Morgan County Primary School,0.55
2025,Morgan County,Morgan,Morgan County High School,0.46
2025,Morgan County,Morgan,Morgan County Elementary School,0.54
2025,Murray County,Murray,Coker Elementary School,0.95
2025,Murray County,Murray,Pleasant Valley Innovative School,0.95
2025,Murray County,Murray,Northwest Elementary School,0.95
2025,Murray County,Murray,Gladden Middle School,0.95
2025,Murray County,Murray,Spring Place Elementary School,0.95
2025,Murray County,Murray,North Murray High School,0.83
2025,Murray County,Murray,Bagley Middle School,0.95
2025,Murray County,Murray,Murray County High School,0.93
2025,Murray County,Murray,Woodlawn Elementary School,0.95
2025,Murray County,Murray,Eton Elementary School,0.95
2025,Murray County,Murray,Chatsworth Elementary School,0.95
2025,Muscogee County,Muscogee,Key Elementary School,0.95
2025,Muscogee County,Muscogee,Richards Middle School,0.85
2025,Muscogee County,Muscogee,Rothschild Leadership Academy School,0.95
2025,Muscogee County,Muscogee,Columbus High School,0.21
2025,Muscogee County,Muscogee,Britt David Elementary Computer Magnet Academy,0.17
2025,Muscogee County,Muscogee,Blanchard Elementary School,0.83
2025,Muscogee County,Muscogee,Dorothy Height Elementary School,0.95
2025,Muscogee County,Muscogee,Aaron Cohn Middle School,0.53
2025,Muscogee County,Muscogee,Rainey McCullers School of the Arts,0.6
2025,Muscogee County,Muscogee,Mary A Buckner Academy,0.95
